"uuid"	"title"	"abstract"
"0b4fd8ac-43f8-4b66-a34d-c499a9ebacd9"	"Levantamiento General de Suelos (La Union - El Salvador)"	"Include:
La Union (2656 III) - Soil Maps; Description of the mapping units"
"0b4fd8ac-43f8-4b66-a34d-c499a9ebacd9"	"Levantamiento General de Suelos (La Union - El Salvador)"	"Include:
La Union (2656 III) - Soil Maps; Description of the mapping units"
"f6a4df81-e017-4680-ba40-434057a4b8ea"	"Levantamiento General de Suelos (Nueva San Salvador - El Salvador)"	"Include:
Nueva San Salvador (2357 III) - Soil Maps; Description of the mapping units"
"f6a4df81-e017-4680-ba40-434057a4b8ea"	"Levantamiento General de Suelos (Nueva San Salvador - El Salvador)"	"Include:
Nueva San Salvador (2357 III) - Soil Maps; Description of the mapping units"
"d4eaac0a-c816-49c6-bf3a-5a91a2a3db77"	"Levantamiento General de Suelos (Olocuilta - El Salvador)"	"Include:
Olocuilta (2356 I) - Soil Maps; Description of the mapping units"
"d4eaac0a-c816-49c6-bf3a-5a91a2a3db77"	"Levantamiento General de Suelos (Olocuilta - El Salvador)"	"Include:
Olocuilta (2356 I) - Soil Maps; Description of the mapping units"
"59b01eca-8d25-4d3c-bc66-d128abca0f2f"	"Levantamiento General de Suelos (Olomega - El Salvador)"	"Include:
Olomega (2555-I) - Soil Maps; Description of the mapping units"
"59b01eca-8d25-4d3c-bc66-d128abca0f2f"	"Levantamiento General de Suelos (Olomega - El Salvador)"	"Include:
Olomega (2555-I) - Soil Maps; Description of the mapping units"
"127e3e47-d46e-4141-837a-6483e20c50af"	"Levantamiento General de Suelos (Opico - El Salvador)"	"Include:
Opico (2357 IV) - Soil Maps; Description of the mapping units"
"127e3e47-d46e-4141-837a-6483e20c50af"	"Levantamiento General de Suelos (Opico - El Salvador)"	"Include:
Opico (2357 IV) - Soil Maps; Description of the mapping units"
"9fc5b16c-8643-4634-b874-d7cf96dcd078"	"Levantamiento General de Suelos (Puente Cuscatlan - El Salvador)"	"Include:
Puente Cuscatlan (2456 I) - Soil Maps; Description of the mapping units"
"9fc5b16c-8643-4634-b874-d7cf96dcd078"	"Levantamiento General de Suelos (Puente Cuscatlan - El Salvador)"	"Include:
Puente Cuscatlan (2456 I) - Soil Maps; Description of the mapping units"
"0e151086-8ab7-4846-9376-759bb4f8e918"	"Levantamiento General de Suelos (Rio Jiboa - El Salvador)"	"Include:
Rio Jiboa (2356 II) - Soil Maps; Description of the mapping units"
"0e151086-8ab7-4846-9376-759bb4f8e918"	"Levantamiento General de Suelos (Rio Jiboa - El Salvador)"	"Include:
Rio Jiboa (2356 II) - Soil Maps; Description of the mapping units"
"af122bf2-3a66-4d26-90ee-c5ccef730fe4"	"Levantamiento General de Suelos (Rio Titihuapa - El Salvador)"	"Include:
Rio Titihuapa (2457 II) - Soil Maps; Description of the mapping units"
"af122bf2-3a66-4d26-90ee-c5ccef730fe4"	"Levantamiento General de Suelos (Rio Titihuapa - El Salvador)"	"Include:
Rio Titihuapa (2457 II) - Soil Maps; Description of the mapping units"
"f2c1861c-399b-432d-866c-2911565b9e72"	"Levantamiento General de Suelos (San Miguel - El Salvador)"	"Include:
San Miguel (2556 II) - Soil Maps; Description of the mapping units"
"f2c1861c-399b-432d-866c-2911565b9e72"	"Levantamiento General de Suelos (San Miguel - El Salvador)"	"Include:
San Miguel (2556 II) - Soil Maps; Description of the mapping units"
"03332c0a-4bb8-4c49-91a7-47383e4583d6"	"Levantamiento General de Suelos (San Salvador - El Salvador)"	"Include:
San Salvador (2357 II) - Soil Maps; Description of the mapping units"
"03332c0a-4bb8-4c49-91a7-47383e4583d6"	"Levantamiento General de Suelos (San Salvador - El Salvador)"	"Include:
San Salvador (2357 II) - Soil Maps; Description of the mapping units"
"bbef34be-8c8d-456f-abe7-ff6ffa68f0be"	"Levantamiento General de Suelos (Santa Rosa de Lima - El Salvador)"	"Include:
Santa Rosa de Lima (2656 IV) - Soil Maps; Description of the mapping units"
"bbef34be-8c8d-456f-abe7-ff6ffa68f0be"	"Levantamiento General de Suelos (Santa Rosa de Lima - El Salvador)"	"Include:
Santa Rosa de Lima (2656 IV) - Soil Maps; Description of the mapping units"
"c9ea320c-0423-48a8-b0c9-200d14e9e966"	"Levantamiento General de Suelos (San Vicente - El Salvador)"	"Include:
San Vicente (2456 IV) - Soil Maps; Description of the mapping units"
"c9ea320c-0423-48a8-b0c9-200d14e9e966"	"Levantamiento General de Suelos (San Vicente - El Salvador)"	"Include:
San Vicente (2456 IV) - Soil Maps; Description of the mapping units"
"4ad5db20-4da4-4c6a-a536-1b510c9fa423"	"Levantamiento General de Suelos (Suchitoto-El salvador)"	"Include:
Suchitoto (2357 I) - Soil Maps; Description of the mapping units"
"4ad5db20-4da4-4c6a-a536-1b510c9fa423"	"Levantamiento General de Suelos (Suchitoto-El salvador)"	"Include:
Suchitoto (2357 I) - Soil Maps; Description of the mapping units"
"c96fff24-ec00-4327-a527-9ee9a58d657b"	"Levantamiento General de Suelos (Usulutan - El Salvador)"	"Include:
Usulutan (2556 III) - Soil Maps; Description of the mapping units"
"c96fff24-ec00-4327-a527-9ee9a58d657b"	"Levantamiento General de Suelos (Usulutan - El Salvador)"	"Include:
Usulutan (2556 III) - Soil Maps; Description of the mapping units"
"b0696347-1518-4208-b0ce-f4e6c05044e1"	"Levantamiento General de Suelos (Valle de la Esperanza - El Salvador)"	"Include:
Valle de la Esperanza (2556 IV) - Soil Maps; Description of the mapping units"
"b0696347-1518-4208-b0ce-f4e6c05044e1"	"Levantamiento General de Suelos (Valle de la Esperanza - El Salvador)"	"Include:
Valle de la Esperanza (2556 IV) - Soil Maps; Description of the mapping units"
"da5f8f10-88fd-11da-a88f-000d939bc5d8"	"Uso potencial de la tierra"	"Uso potencial de la tierra (El Salvador)"
"2a1f2b1f-0043-4db4-b3de-22fa59d129bc"	"Etude des ressources en eaux souterraines de la jezireh syrienne"	"Carte hydrologique de la haute-jezireh, carte n° 2, (200 000)"
"d1626180-88fd-11da-a88f-000d939bc5d8"	"Etude des ressources en eaux souterraines de la Jezireh syrienne"	"Include:
Carte hydroclimatique de la Jezireh  (Carte No 1),
Carte hydrologique de la Haute-Jezireh  (Carte 2 & 2a), (200 000),
Carte hydrogéologique de la Jezireh  (Carte 3), (200 000),
Utilisation des eaux de la Jezireh, carte de synthese (Carte 6),
Carte hydrochimique (Carte 4),
Carte de résistivités du recouvrement de la haute Jezireh (Carte 5) (200000)."
"e2e087c0-88fd-11da-a88f-000d939bc5d8"	"Geological map of Syria"	"Geological map of Syria"
"22f9bb5b-235c-4fc8-b948-d915e99daaf6"	"Simplified Soil Map of Hassikki Mohafazah"	"Simplified Soil Map of Hassikki Mohafazah(200 000)"
"978338f7-ea4f-4bbb-a036-d8eacf42ada3"	"Soil map of the Syrian Arab Republic and Lebanon"	"Soil map of the Syrian Arab Republic and Lebanon (2 Sheets)"
"978338f7-ea4f-4bbb-a036-d8eacf42ada3"	"Soil map of the Syrian Arab Republic and Lebanon"	"Soil map of the Syrian Arab Republic and Lebanon (2 Sheets)"
"e30b6850-88fd-11da-a88f-000d939bc5d8"	"1:250 000 geological map of Swaziland (DOS 1230)"	"1:250 000 geological map of Swaziland (DOS 1230)"
"cad12ae0-88fd-11da-a88f-000d939bc5d8"	"Geological Series (Swaziland)"	"DOS-1216, Ed. 1, 2 & 3-
Include:
2531 CC(1) - 2531 CD & Part of 2531 CB(2) - 2630 BD(10) - 2630 DB(16) - 2631 AA & part of 2630 BB (5) - 2631 AB(6) - 2631 AC(11) - 2631 BB(8) & part of 2531 DD(4) - 2631 CA(17) - 2631 CD(24) - 2632 AA & part of 2532 CC(9) - 2632 AC(15) - 2632 CA(21) - 2632 CC(27) - 2731 AA& part of 2730 BB(28) - 2731 AB & part of 2731 AD(29)"
"cad12ae0-88fd-11da-a88f-000d939bc5d8"	"Geological Series (Swaziland)"	"DOS-1216, Ed. 1, 2 & 3-
Include:
2531 CC(1) - 2531 CD & Part of 2531 CB(2) - 2630 BD(10) - 2630 DB(16) - 2631 AA & part of 2630 BB (5) - 2631 AB(6) - 2631 AC(11) - 2631 BB(8) & part of 2531 DD(4) - 2631 CA(17) - 2631 CD(24) - 2632 AA & part of 2532 CC(9) - 2632 AC(15) - 2632 CA(21) - 2632 CC(27) - 2731 AA& part of 2730 BB(28) - 2731 AB & part of 2731 AD(29)"
"cad12ae0-88fd-11da-a88f-000d939bc5d8"	"Geological Series (Swaziland)"	"DOS-1216, Ed. 1, 2 & 3-
Include:
2531 CC(1) - 2531 CD & Part of 2531 CB(2) - 2630 BD(10) - 2630 DB(16) - 2631 AA & part of 2630 BB (5) - 2631 AB(6) - 2631 AC(11) - 2631 BB(8) & part of 2531 DD(4) - 2631 CA(17) - 2631 CD(24) - 2632 AA & part of 2532 CC(9) - 2632 AC(15) - 2632 CA(21) - 2632 CC(27) - 2731 AA& part of 2730 BB(28) - 2731 AB & part of 2731 AD(29)"
"cad12ae0-88fd-11da-a88f-000d939bc5d8"	"Geological Series (Swaziland)"	"DOS-1216, Ed. 1, 2 & 3-
Include:
2531 CC(1) - 2531 CD & Part of 2531 CB(2) - 2630 BD(10) - 2630 DB(16) - 2631 AA & part of 2630 BB (5) - 2631 AB(6) - 2631 AC(11) - 2631 BB(8) & part of 2531 DD(4) - 2631 CA(17) - 2631 CD(24) - 2632 AA & part of 2532 CC(9) - 2632 AC(15) - 2632 CA(21) - 2632 CC(27) - 2731 AA& part of 2730 BB(28) - 2731 AB & part of 2731 AD(29)"
"cad12ae0-88fd-11da-a88f-000d939bc5d8"	"Geological Series (Swaziland)"	"DOS-1216, Ed. 1, 2 & 3-
Include:
2531 CC(1) - 2531 CD & Part of 2531 CB(2) - 2630 BD(10) - 2630 DB(16) - 2631 AA & part of 2630 BB (5) - 2631 AB(6) - 2631 AC(11) - 2631 BB(8) & part of 2531 DD(4) - 2631 CA(17) - 2631 CD(24) - 2632 AA & part of 2532 CC(9) - 2632 AC(15) - 2632 CA(21) - 2632 CC(27) - 2731 AA& part of 2730 BB(28) - 2731 AB & part of 2731 AD(29)"
"cad12ae0-88fd-11da-a88f-000d939bc5d8"	"Geological Series (Swaziland)"	"DOS-1216, Ed. 1, 2 & 3-
Include:
2531 CC(1) - 2531 CD & Part of 2531 CB(2) - 2630 BD(10) - 2630 DB(16) - 2631 AA & part of 2630 BB (5) - 2631 AB(6) - 2631 AC(11) - 2631 BB(8) & part of 2531 DD(4) - 2631 CA(17) - 2631 CD(24) - 2632 AA & part of 2532 CC(9) - 2632 AC(15) - 2632 CA(21) - 2632 CC(27) - 2731 AA& part of 2730 BB(28) - 2731 AB & part of 2731 AD(29)"
"cad12ae0-88fd-11da-a88f-000d939bc5d8"	"Geological Series (Swaziland)"	"DOS-1216, Ed. 1, 2 & 3-
Include:
2531 CC(1) - 2531 CD & Part of 2531 CB(2) - 2630 BD(10) - 2630 DB(16) - 2631 AA & part of 2630 BB (5) - 2631 AB(6) - 2631 AC(11) - 2631 BB(8) & part of 2531 DD(4) - 2631 CA(17) - 2631 CD(24) - 2632 AA & part of 2532 CC(9) - 2632 AC(15) - 2632 CA(21) - 2632 CC(27) - 2731 AA& part of 2730 BB(28) - 2731 AB & part of 2731 AD(29)"
"cad12ae0-88fd-11da-a88f-000d939bc5d8"	"Geological Series (Swaziland)"	"DOS-1216, Ed. 1, 2 & 3-
Include:
2531 CC(1) - 2531 CD & Part of 2531 CB(2) - 2630 BD(10) - 2630 DB(16) - 2631 AA & part of 2630 BB (5) - 2631 AB(6) - 2631 AC(11) - 2631 BB(8) & part of 2531 DD(4) - 2631 CA(17) - 2631 CD(24) - 2632 AA & part of 2532 CC(9) - 2632 AC(15) - 2632 CA(21) - 2632 CC(27) - 2731 AA& part of 2730 BB(28) - 2731 AB & part of 2731 AD(29)"
"cad12ae0-88fd-11da-a88f-000d939bc5d8"	"Geological Series (Swaziland)"	"DOS-1216, Ed. 1, 2 & 3-
Include:
2531 CC(1) - 2531 CD & Part of 2531 CB(2) - 2630 BD(10) - 2630 DB(16) - 2631 AA & part of 2630 BB (5) - 2631 AB(6) - 2631 AC(11) - 2631 BB(8) & part of 2531 DD(4) - 2631 CA(17) - 2631 CD(24) - 2632 AA & part of 2532 CC(9) - 2632 AC(15) - 2632 CA(21) - 2632 CC(27) - 2731 AA& part of 2730 BB(28) - 2731 AB & part of 2731 AD(29)"
"cad12ae0-88fd-11da-a88f-000d939bc5d8"	"Geological Series (Swaziland)"	"DOS-1216, Ed. 1, 2 & 3-
Include:
2531 CC(1) - 2531 CD & Part of 2531 CB(2) - 2630 BD(10) - 2630 DB(16) - 2631 AA & part of 2630 BB (5) - 2631 AB(6) - 2631 AC(11) - 2631 BB(8) & part of 2531 DD(4) - 2631 CA(17) - 2631 CD(24) - 2632 AA & part of 2532 CC(9) - 2632 AC(15) - 2632 CA(21) - 2632 CC(27) - 2731 AA& part of 2730 BB(28) - 2731 AB & part of 2731 AD(29)"
"cad12ae0-88fd-11da-a88f-000d939bc5d8"	"Geological Series (Swaziland)"	"DOS-1216, Ed. 1, 2 & 3-
Include:
2531 CC(1) - 2531 CD & Part of 2531 CB(2) - 2630 BD(10) - 2630 DB(16) - 2631 AA & part of 2630 BB (5) - 2631 AB(6) - 2631 AC(11) - 2631 BB(8) & part of 2531 DD(4) - 2631 CA(17) - 2631 CD(24) - 2632 AA & part of 2532 CC(9) - 2632 AC(15) - 2632 CA(21) - 2632 CC(27) - 2731 AA& part of 2730 BB(28) - 2731 AB & part of 2731 AD(29)"
"cad12ae0-88fd-11da-a88f-000d939bc5d8"	"Geological Series (Swaziland)"	"DOS-1216, Ed. 1, 2 & 3-
Include:
2531 CC(1) - 2531 CD & Part of 2531 CB(2) - 2630 BD(10) - 2630 DB(16) - 2631 AA & part of 2630 BB (5) - 2631 AB(6) - 2631 AC(11) - 2631 BB(8) & part of 2531 DD(4) - 2631 CA(17) - 2631 CD(24) - 2632 AA & part of 2532 CC(9) - 2632 AC(15) - 2632 CA(21) - 2632 CC(27) - 2731 AA& part of 2730 BB(28) - 2731 AB & part of 2731 AD(29)"
"cad12ae0-88fd-11da-a88f-000d939bc5d8"	"Geological Series (Swaziland)"	"DOS-1216, Ed. 1, 2 & 3-
Include:
2531 CC(1) - 2531 CD & Part of 2531 CB(2) - 2630 BD(10) - 2630 DB(16) - 2631 AA & part of 2630 BB (5) - 2631 AB(6) - 2631 AC(11) - 2631 BB(8) & part of 2531 DD(4) - 2631 CA(17) - 2631 CD(24) - 2632 AA & part of 2532 CC(9) - 2632 AC(15) - 2632 CA(21) - 2632 CC(27) - 2731 AA& part of 2730 BB(28) - 2731 AB & part of 2731 AD(29)"
"cad12ae0-88fd-11da-a88f-000d939bc5d8"	"Geological Series (Swaziland)"	"DOS-1216, Ed. 1, 2 & 3-
Include:
2531 CC(1) - 2531 CD & Part of 2531 CB(2) - 2630 BD(10) - 2630 DB(16) - 2631 AA & part of 2630 BB (5) - 2631 AB(6) - 2631 AC(11) - 2631 BB(8) & part of 2531 DD(4) - 2631 CA(17) - 2631 CD(24) - 2632 AA & part of 2532 CC(9) - 2632 AC(15) - 2632 CA(21) - 2632 CC(27) - 2731 AA& part of 2730 BB(28) - 2731 AB & part of 2731 AD(29)"
"cad12ae0-88fd-11da-a88f-000d939bc5d8"	"Geological Series (Swaziland)"	"DOS-1216, Ed. 1, 2 & 3-
Include:
2531 CC(1) - 2531 CD & Part of 2531 CB(2) - 2630 BD(10) - 2630 DB(16) - 2631 AA & part of 2630 BB (5) - 2631 AB(6) - 2631 AC(11) - 2631 BB(8) & part of 2531 DD(4) - 2631 CA(17) - 2631 CD(24) - 2632 AA & part of 2532 CC(9) - 2632 AC(15) - 2632 CA(21) - 2632 CC(27) - 2731 AA& part of 2730 BB(28) - 2731 AB & part of 2731 AD(29)"
"cad12ae0-88fd-11da-a88f-000d939bc5d8"	"Geological Series (Swaziland)"	"DOS-1216, Ed. 1, 2 & 3-
Include:
2531 CC(1) - 2531 CD & Part of 2531 CB(2) - 2630 BD(10) - 2630 DB(16) - 2631 AA & part of 2630 BB (5) - 2631 AB(6) - 2631 AC(11) - 2631 BB(8) & part of 2531 DD(4) - 2631 CA(17) - 2631 CD(24) - 2632 AA & part of 2532 CC(9) - 2632 AC(15) - 2632 CA(21) - 2632 CC(27) - 2731 AA& part of 2730 BB(28) - 2731 AB & part of 2731 AD(29)"
"e2a55380-88fd-11da-a88f-000d939bc5d8"	"Geological survey, Swaziland"	"DOS Geol. 1089, 1st ed.
Include:
Sh. 2531 DC(3) - Sh.2630 DD(22) - Sh. 2631 CB(18) - Sh. 2631 CC(23) - Sh. 2631 DA(19)"
"e2a55380-88fd-11da-a88f-000d939bc5d8"	"Geological survey, Swaziland"	"DOS Geol. 1089, 1st ed.
Include:
Sh. 2531 DC(3) - Sh.2630 DD(22) - Sh. 2631 CB(18) - Sh. 2631 CC(23) - Sh. 2631 DA(19)"
"e2a55380-88fd-11da-a88f-000d939bc5d8"	"Geological survey, Swaziland"	"DOS Geol. 1089, 1st ed.
Include:
Sh. 2531 DC(3) - Sh.2630 DD(22) - Sh. 2631 CB(18) - Sh. 2631 CC(23) - Sh. 2631 DA(19)"
"e2a55380-88fd-11da-a88f-000d939bc5d8"	"Geological survey, Swaziland"	"DOS Geol. 1089, 1st ed.
Include:
Sh. 2531 DC(3) - Sh.2630 DD(22) - Sh. 2631 CB(18) - Sh. 2631 CC(23) - Sh. 2631 DA(19)"
"e2a55380-88fd-11da-a88f-000d939bc5d8"	"Geological survey, Swaziland"	"DOS Geol. 1089, 1st ed.
Include:
Sh. 2531 DC(3) - Sh.2630 DD(22) - Sh. 2631 CB(18) - Sh. 2631 CC(23) - Sh. 2631 DA(19)"
"f3a39b60-88fd-11da-a88f-000d939bc5d8"	"Minerals (Swaziland)"	"DOS-Geol. 1143"
"ee6faad0-88fd-11da-a88f-000d939bc5d8"	"Carte des cultures de la zone Sategui-Deressia - Saison des pluies 1960 (Chad)"	"Carte des cultures de la zone Sategui-Deressia (Land use)"
"cfd8db50-88fd-11da-a88f-000d939bc5d8"	"Carte pédologique de la zone Ere-Loka (Chad)"	"Carte pédologique de la zone Ere-Loka"
"cfdbc180-88fd-11da-a88f-000d939bc5d8"	"Carte pédologique de la zone Loka-Kabia (Chad)"	"Carte pédologique de la zone Loka-Kabia"
"d8757250-88fd-11da-a88f-000d939bc5d8"	"Carte pédologique de la zone Sategui-Deressia (Chad)"	"Carte pédologique de la zone Sategui-Deressia (Soil Map - Sheet 1 and 2)"
"d8757250-88fd-11da-a88f-000d939bc5d8"	"Carte pédologique de la zone Sategui-Deressia (Chad)"	"Carte pédologique de la zone Sategui-Deressia (Soil Map - Sheet 1 and 2)"
"cd91f890-88fd-11da-a88f-000d939bc5d8"	"Carte pédologique du bassin du Moyen Logone (Chad)"	"Carte pédologique du bassin du Moyen Logone (Sheet East and West)"
"cd91f890-88fd-11da-a88f-000d939bc5d8"	"Carte pédologique du bassin du Moyen Logone (Chad)"	"Carte pédologique du bassin du Moyen Logone (Sheet East and West)"
"cfaf0c30-88fd-11da-a88f-000d939bc5d8"	"Carte pédologique du bassin inférieur du Chari-Logone (Chad)"	"Carte pédologique du bassin inférieur du Chari-Logone"
"cd8e9d30-88fd-11da-a88f-000d939bc5d8"	"Carte pédologique du Tchad à l'échelle de 1:1 000 000"	"Carte pédologique du Tchad"
"efc32ce0-88fd-11da-a88f-000d939bc5d8"	"Carte pédologique schématique de la zone Sategui-Deressia (Chad)"	"Carte pédologique schématique de la zone Sategui-Deressia-"
"efdafaa0-88fd-11da-a88f-000d939bc5d8"	"Esquisse de vocation des sols de la zone Loka-Kabia (Chad)"	"Esquisse de vocation des sols de la zone Loka-Kabia"
"efd8d7c0-88fd-11da-a88f-000d939bc5d8"	"Esquisse géologique de la zone Ere-Loka (Chad)"	"Esquisse géologique de la zone Ere-Loka (Sheet 1 and 2)"
"efd8d7c0-88fd-11da-a88f-000d939bc5d8"	"Esquisse géologique de la zone Ere-Loka (Chad)"	"Esquisse géologique de la zone Ere-Loka (Sheet 1 and 2)"
"ba649bb0-88fd-11da-a88f-000d939bc5d8"	"Carte écologique du couvert végétal du Togo"	"Carte écologique basée sur les images Landsat"
"df2665f0-88fd-11da-a88f-000d939bc5d8"	"Carte pédologique de la région de la Kara (Togo)"	"Include:
Carte des aptitudes culturales des sols, productivité actuelle -
Carte des aptitudes des sols, productivité potentielle"
"f3d5f600-88fd-11da-a88f-000d939bc5d8"	"Agro-pedological study of the Upper Nam-Chee Basin, Soils Map (Thailand)"	"Agro-pedological study of the Upper Nam-Chee Basin, Soils Map-"
"e2addf00-88fd-11da-a88f-000d939bc5d8"	"A survey of rubber growing areas of Thailand"	"A survey of rubber growing areas of Thailand (7 Sheets)"
"e2addf00-88fd-11da-a88f-000d939bc5d8"	"A survey of rubber growing areas of Thailand"	"A survey of rubber growing areas of Thailand (7 Sheets)"
"e2addf00-88fd-11da-a88f-000d939bc5d8"	"A survey of rubber growing areas of Thailand"	"A survey of rubber growing areas of Thailand (7 Sheets)"
"e2addf00-88fd-11da-a88f-000d939bc5d8"	"A survey of rubber growing areas of Thailand"	"A survey of rubber growing areas of Thailand (7 Sheets)"
"e2addf00-88fd-11da-a88f-000d939bc5d8"	"A survey of rubber growing areas of Thailand"	"A survey of rubber growing areas of Thailand (7 Sheets)"
"e2addf00-88fd-11da-a88f-000d939bc5d8"	"A survey of rubber growing areas of Thailand"	"A survey of rubber growing areas of Thailand (7 Sheets)"
"e2addf00-88fd-11da-a88f-000d939bc5d8"	"A survey of rubber growing areas of Thailand"	"A survey of rubber growing areas of Thailand (7 Sheets)"
"f3ed0070-88fd-11da-a88f-000d939bc5d8"	"Crop map of Thailand"	"Series AMS 1301-GSGS 4646, Ed. 5 (3 Sheets); Description of the mapping units"
"f3ed0070-88fd-11da-a88f-000d939bc5d8"	"Crop map of Thailand"	"Series AMS 1301-GSGS 4646, Ed. 5 (3 Sheets); Description of the mapping units"
"f3ed0070-88fd-11da-a88f-000d939bc5d8"	"Crop map of Thailand"	"Series AMS 1301-GSGS 4646, Ed. 5 (3 Sheets); Description of the mapping units"
"e25c3c90-88fd-11da-a88f-000d939bc5d8"	"Detailed reconnaissance soil map of the northern part of Chiang Rai province   (SSR-86)"	"Include:
Land capability for upland crops,
Suitability for paddy (Wetland rice)
Geomorphological map of the survey area in Chiang Rai province (250000)
(2 Sheets)"
"e25c3c90-88fd-11da-a88f-000d939bc5d8"	"Detailed reconnaissance soil map of the northern part of Chiang Rai province   (SSR-86)"	"Include:
Land capability for upland crops,
Suitability for paddy (Wetland rice)
Geomorphological map of the survey area in Chiang Rai province (250000)
(2 Sheets)"
"e452b560-88fd-11da-a88f-000d939bc5d8"	"Generalized types of land use in Thailand"	"Generalized types of land use in Thailand"
"e2946390-88fd-11da-a88f-000d939bc5d8"	"General land capability map of Thailand"	"General land capability map of Thailand (2 sheets)"
"e2946390-88fd-11da-a88f-000d939bc5d8"	"General land capability map of Thailand"	"General land capability map of Thailand (2 sheets)"
"e241afb0-88fd-11da-a88f-000d939bc5d8"	"General soil map of the Northern and Northeast regions,Thailand"	"11 sheets (7th Approx.); Description of the mapping units"
"e241afb0-88fd-11da-a88f-000d939bc5d8"	"General soil map of the Northern and Northeast regions,Thailand"	"11 sheets (7th Approx.); Description of the mapping units"
"e241afb0-88fd-11da-a88f-000d939bc5d8"	"General soil map of the Northern and Northeast regions,Thailand"	"11 sheets (7th Approx.); Description of the mapping units"
"e241afb0-88fd-11da-a88f-000d939bc5d8"	"General soil map of the Northern and Northeast regions,Thailand"	"11 sheets (7th Approx.); Description of the mapping units"
"e241afb0-88fd-11da-a88f-000d939bc5d8"	"General soil map of the Northern and Northeast regions,Thailand"	"11 sheets (7th Approx.); Description of the mapping units"
"e241afb0-88fd-11da-a88f-000d939bc5d8"	"General soil map of the Northern and Northeast regions,Thailand"	"11 sheets (7th Approx.); Description of the mapping units"
"e241afb0-88fd-11da-a88f-000d939bc5d8"	"General soil map of the Northern and Northeast regions,Thailand"	"11 sheets (7th Approx.); Description of the mapping units"
"e241afb0-88fd-11da-a88f-000d939bc5d8"	"General soil map of the Northern and Northeast regions,Thailand"	"11 sheets (7th Approx.); Description of the mapping units"
"e241afb0-88fd-11da-a88f-000d939bc5d8"	"General soil map of the Northern and Northeast regions,Thailand"	"11 sheets (7th Approx.); Description of the mapping units"
"e241afb0-88fd-11da-a88f-000d939bc5d8"	"General soil map of the Northern and Northeast regions,Thailand"	"11 sheets (7th Approx.); Description of the mapping units"
"e241afb0-88fd-11da-a88f-000d939bc5d8"	"General soil map of the Northern and Northeast regions,Thailand"	"11 sheets (7th Approx.); Description of the mapping units"
"e27b5d50-88fd-11da-a88f-000d939bc5d8"	"Geological map of Thailand"	"Geological map of Thailand (2 Sheets)"
"e27b5d50-88fd-11da-a88f-000d939bc5d8"	"Geological map of Thailand"	"Geological map of Thailand (2 Sheets)"
"e2928ed0-88fd-11da-a88f-000d939bc5d8"	"Geologic map of Northeastern Thailand"	"Geologic map of Northeastern Thailand"
"f3ef2350-88fd-11da-a88f-000d939bc5d8"	"Map of Thailand showing area and percentage of lands with certificates, developed lands and other illustrated regions"	"Series AMS 1301-GSGS 4646, Ed. 5 (3 Sheets)"
"f3ef2350-88fd-11da-a88f-000d939bc5d8"	"Map of Thailand showing area and percentage of lands with certificates, developed lands and other illustrated regions"	"Series AMS 1301-GSGS 4646, Ed. 5 (3 Sheets)"
"f3ef2350-88fd-11da-a88f-000d939bc5d8"	"Map of Thailand showing area and percentage of lands with certificates, developed lands and other illustrated regions"	"Series AMS 1301-GSGS 4646, Ed. 5 (3 Sheets)"
"1cd3ef74-a576-4161-a7b1-800cadd0381e"	"Progress map of soil survey areas (Thailand)"	"Include:
Progress map of soil survey areas (September 1971) (5 000 000)
Published Soil Survey Reports (September 1971) (5 000 000)"
"f3d3fa30-88fd-11da-a88f-000d939bc5d8"	"Provisional map of the soils and surface rocks of the Kingdom of Thailand"	"Series AMS 1301 (GSGS 4646), Ed. 5."
"f3d3fa30-88fd-11da-a88f-000d939bc5d8"	"Provisional map of the soils and surface rocks of the Kingdom of Thailand"	"Series AMS 1301 (GSGS 4646), Ed. 5."
"f3d3fa30-88fd-11da-a88f-000d939bc5d8"	"Provisional map of the soils and surface rocks of the Kingdom of Thailand"	"Series AMS 1301 (GSGS 4646), Ed. 5."
"e25e5f70-88fd-11da-a88f-000d939bc5d8"	"Semi-detailed soil map of a part of Central Plain (Rerng Rang, Nakhon Luang, Maharat Extension and Phak Hai Irrigation Tracts (Thailand)"	"Semi-detailed soil map of a part of Central Plain"
"e2608250-88fd-11da-a88f-000d939bc5d8"	"Semi-detailed soil map of a part of the Central plain (Sam Chuk,  Pho Phraya and Sam Chuk Extension Irrigation Tracts) (Thailand)"	"Include:
Suitability for irrigated paddy of a part of the Central plain (3 Sheets)"
"e2608250-88fd-11da-a88f-000d939bc5d8"	"Semi-detailed soil map of a part of the Central plain (Sam Chuk,  Pho Phraya and Sam Chuk Extension Irrigation Tracts) (Thailand)"	"Include:
Suitability for irrigated paddy of a part of the Central plain (3 Sheets)"
"e2608250-88fd-11da-a88f-000d939bc5d8"	"Semi-detailed soil map of a part of the Central plain (Sam Chuk,  Pho Phraya and Sam Chuk Extension Irrigation Tracts) (Thailand)"	"Include:
Suitability for irrigated paddy of a part of the Central plain (3 Sheets)"
"6ebef42a-0470-4533-a96c-20b901e22478"	"Soil Associations (Thailand)"	"Soil Associations (2 500 000)"
"f3eb04a0-88fd-11da-a88f-000d939bc5d8"	"Thailand  showing agricultural land use"	"Thailand  showing agricultural land use"
"f25d5fc0-88fd-11da-a88f-000d939bc5d8"	"Thailand showing mineral resources"	"Thailand showing mineral resources"
